AKey,Name,Aliases,Affiliation,Country,Website
A1854736,Bud Mishra,Bhubaneswar Mishra,New York University,USA,http://www.cs.nyu.edu/mishra/
A1854742,Guido Moerkotte,,University of Mannheim,Germany,https://www.wim.uni-mannheim.de/moerkotte/
A1854744,Gurmeet Singh Manku,,Stanford University,USA,http://www-db.stanford.edu/~manku/
A1854749,Rada Mihalcea,Rada Flavia Mihalcea,University of Michigan,USA,http://www.cs.unt.edu/~rada/
A1854750,Alexander Markowetz,,University of Bonn,Germany,http://www.iai.uni-bonn.de/~alex/
A1854754,Sharad Mehrotra,,UC,USA,http://www.ics.uci.edu/~sharad/
A1854756,Alessio Malizia,,Sapienza University of Rome,Italy,http://www.dsi.uniroma1.it/~malizia/index.html
A1854759,Paolo Merialdo,,Roma Tre University,Italy,http://merialdo.dia.uniroma3.it/
A1854760,Patricia Morreale,Patricia A. Morreale,Kean University,USA,http://www.pmorreale.com/
A1854761,Sally I. McClean,,Ulster University,United Kingdom,http://www.ulster.ac.uk/staff/si.mcclean.html
A1854769,Konstantinos Morfonios,,National and Kapodistrian University of Athens,Greece,http://cgi.di.uoa.gr/~kmorfo/
A1854776,Alberto Marchetti-Spaccamela,,Sapienza University of Rome,Italy,http://www.dis.uniroma1.it/~alberto/
A1854784,Sebastian Maneth,,University of Bremen,Germany,http://user.informatik.uni-bremen.de/smaneth/
A1854794,Thomas W. Malone,,MIT,USA,http://ccs.mit.edu/malone/
A1854799,Erik Meijer 0001,,Facebook,USA,http://research.microsoft.com/~emeijer/
A1854813,George A. Mihaila,,Megagon Labs,USA,http://www.megagon.ai/george-mihaila
A1854816,Donato Malerba,,University of Bari Aldo Moro,Italy,http://www.di.uniba.it/~malerba/
A1854819,Samuel Madden,Sam Madden,MIT,USA,http://db.csail.mit.edu/madden/
A1854829,J. Eliot B. Moss,Eliot Moss,University of Massachusetts Amherst,USA,http://www-ali.cs.umass.edu/~moss/
A1854830,Wolfgang Maass 0002,Wolfgang Maaß 0002,Saarland University,Germany,http://iss.uni-saarland.de/en/team/detail/wolfgang/maass/
A1854838,Hosam M. Mahmoud,,George Washington University,USA,http://home.gwu.edu/~hosam/
A1854853,Esperanza Marcos,Esperanza Marcos Martínez,,,http://kybele.escet.urjc.es/
A1854855,R. S. Mans,Ronny Mans,,,
A1854861,Paola Mello,,University of Bologna,Italy,https://www.unibo.it/sitoweb/paola.mello/en
A1854866,Mirella M. Moro,Mirella Moura Moro,Federal University of Minas Gerais,Brazil,http://homepages.dcc.ufmg.br/~mirella/
A1854867,Weiyi Meng,,Binghamton University,USA,http://www.cs.binghamton.edu/~meng/
A1854876,Jacobus E. van der Merwe,,University of Utah,USA,http://www.cs.utah.edu/~kobus/
A1854877,Klaus Meyer-Wegener,,University of Erlangen Nuremberg,Germany,http://www6.informatik.uni-erlangen.de/people/kmw/
A1854881,Tal Malkin,,Columbia University,USA,http://www1.cs.columbia.edu/~tal/
A1854899,Giuseppe M. Mazzeo,Giuseppe Massimiliano Mazzeo,University of Calabria,Italy,http://wwwinfo.deis.unical.it/~mazzeo/
A1854900,Stephen Muggleton,Stephen H. Muggleton,Imperial College London,United Kingdom,http://www.doc.ic.ac.uk/~shm/
A1854915,Alistair Moffat,,University of Melbourne,Australia,http://people.eng.unimelb.edu.au/ammoffat/
A1854924,Christopher D. Manning,,Stanford University,USA,http://nlp.stanford.edu/~manning/
A1854927,Kim Marriott,,Monash University,Australia,http://users.monash.edu/~marriott/shadowfax/
A1854935,Dinesh Manocha,,University of North Carolina at Chapel Hill,USA,http://www.cs.unc.edu/~manocha/
A1854944,Marco Moreno,Marco Moreno-Ibarra:Marco Antonio Moreno Ibarra,,,https://orcid.org/0000-0002-0349-5585
A1854945,Peter Müller 0001,,ETH Zurich,Switzerland,http://www.pm.inf.ethz.ch/
A1854947,John Mylopoulos,,University of Toronto,Canada,http://www.cs.toronto.edu/~jm/
A1854955,Steven Minton,,University of Southern California,USA,http://www.isi.edu/sims/minton/homepage.html
A1854961,Catherine C. Marshall,Cathy Marshall,Texas A&M University,USA,https://www.csdl.tamu.edu/~cathycmarshall/
A1854967,François Mairesse,,University of Sheffield,United Kingdom,http://www.dcs.shef.ac.uk/~francois/
A1854972,Gregoris Mentzas,Gregory Mentzas,,,http://imu.ntua.gr/
A1854973,Gary L. Miller,,Carnegie Mellon University,USA,http://www-2.cs.cmu.edu/~glmiller/
A1854975,Sjouke Mauw,,University of Luxembourg,Luxembourg,http://satoss.uni.lu/members/sjouke/
A1854979,Xiaofeng Meng 0001,Xiao-Feng Meng 0001,Renmin University,China,http://idke.ruc.edu.cn/xfmeng/
A1854980,Marie-Francine Moens,Sien Moens,Catholic University of Leuven,Belgium,http://www.cs.kuleuven.be/~sien/
A1854983,Robert E. Mercer,,University of Western Ontario,Canada,http://www.csd.uwo.ca/faculty/mercer/
A1854994,Ana Moreira 0001,Ana M. D. Moreira:Ana Maria Dinis Moreira,Universidade Nova de Lisboa,Portugal,http://www-ctp.di.fct.unl.pt/~amm/
A1854995,Charles E. McDowell,Charlie McDowell,UC,USA,http://www.soe.ucsc.edu/~charlie/
A1855000,Christof Monz,,,,https://staff.science.uva.nl/c.monz/
A1855002,Edleno Silva de Moura,,,,https://scholar.google.com/citations?user=gMHGurgAAAAJ
A1855014,Kathryn S. McKinley,,University of Texas at Austin,USA,http://www.cs.utexas.edu/~mckinley/
A1855041,Florent Masseglia,,INRIA,France,http://www-sop.inria.fr/axis/personnel/Florent.Masseglia/
A1855043,Julie A. McCann,Julie Ann McCann,Imperial College London,United Kingdom,http://www.doc.ic.ac.uk/~jamm/
A1855052,C. A. Murthy,,Indian Statistical Institute Kolkata,India,http://www.isical.ac.in/~murthy/
A1855056,Ralf Möller 0001,,University of Lübeck,Germany,https://www.ifis.uni-luebeck.de/index.php?id=moeller
A1855063,Anca Muscholl,,University of Bordeaux 1,France,http://www.labri.fr/perso/anca/
A1855064,Bruno Martins 0001,Bruno Emanuel Martins,University of Lisbon,Portugal,http://web.ist.utl.pt/bruno.g.martins/
A1855066,René Müller,,ETH Zurich,Switzerland,http://www.inf.ethz.ch/personal/muellren/
A1855080,Tanu Malik,,Johns Hopkins University,USA,http://www.cs.jhu.edu/~tmalik/
A1855097,R. Manmatha,Raghavan Manmatha,University of Massachusetts Amherst,USA,http://ciir.cs.umass.edu/~manmatha/
A1855100,Stefania Montani,,University of Eastern Piedmont,Italy,http://www.mfn.unipmn.it/~stefania/
A1855102,Josiane Mothe,,IRIT,France,http://www.irit.fr/~Josiane.Mothe/
A1855118,Bernhard Mitschang,,University of Stuttgart,Germany,http://www.ipvs.uni-stuttgart.de/abteilungen/as/abteilung/mitarbeiter/bernhard.mitschang
A1855121,Christoph Meinel,,Hasso Plattner Institute,Germany,http://www.hpi.uni-potsdam.de/~meinel/
A1855131,Rajeev Motwani 0001,,Stanford University,USA,http://theory.stanford.edu/~rajeev/
A1855140,Evangelos P. Markatos,,Foundation for Research Technology Hellas,Greece,http://www.ics.forth.gr/~markatos/
A1855142,B. S. Manjunath,Bangalore S. Manjunath,UC,USA,http://vision.ece.ucsb.edu/manjunath/
A1855158,Andrew C. Myers,,Cornell University,USA,http://www.cs.cornell.edu/andru
A1855167,Nicolas Markey,,University of Rennes,France,http://people.irisa.fr/Nicolas.Markey/
A1855170,Peter Mika,,VU University Amsterdam,The Netherlands,http://www.cs.vu.nl/~pmika/index.html
A1855174,Claudia Bauzer Medeiros,,University of Campinas,Brazil,http://www.dcc.unicamp.br/%7Ecmbm/
A1855177,Kamesh Munagala,,Duke University,USA,http://www.cs.duke.edu/~kamesh/
A1855178,Renée J. Miller,,University of Toronto,Canada,http://www.cs.toronto.edu/~miller/
A1855179,David Maier 0001,,Portland State University,USA,http://web.cecs.pdx.edu/~maier/
A1855181,Shaul Markovitch,,Technion Israel Institute of Technology,Israel,http://www.cs.technion.ac.il/~shaulm/
A1855184,Patrick Martin 0001,T. Patrick Martin,Queen's University,Canada,http://www.cs.queensu.ca/home/martin/
A1855187,Ashwin Machanavajjhala,M. V. N. Ashwin Kumar,Duke University,USA,http://www.cs.duke.edu/~ashwin/
A1855189,Wai Yin Mok,,University of Alabama in Huntsville,,http://cas.uah.edu/mokw/public/cv.html
A1855190,Paloma Martínez,Paloma Martínez Fernández,,,
A1855195,Amélie Marian,,Rutgers University,USA,http://www.cs.rutgers.edu/~amelie/
A1855201,Pabitra Mitra,,Indian Statistical Institute Kolkata,India,http://www.isical.ac.in/~pabitra_r/
A1855204,Petra Mutzel,,Dortmund University of Technology,Germany,http://ls11-www.cs.uni-dortmund.de/
A1855207,Dunja Mladenic,,Jozef Stefan Institute,Slovenia,http://www-ai.ijs.si/DunjaMladenic/
A1855212,David Mazières,,Stanford University,USA,http://www.scs.stanford.edu/~dm/
A1855217,Debapriyo Majumdar,,Max Planck Institute for Informatics,Germany,http://www.mpi-sb.mpg.de/~dmajumda/
A1855221,Simon W. Moore,,University of Cambridge,United Kingdom,http://www.cl.cam.ac.uk/users/swm11/
A1855231,Heikki Mannila,,Academy of Finland,,https://users.ics.aalto.fi/mannila/
A1855240,Stacy Marsella,Stacy C. Marsella,University of Southern California,USA,http://people.ict.usc.edu/~marsella/root/root.html
A1855245,Anirban Mahanti,,ERNET,India,http://www.cse.iitd.ernet.in/~mahanti/
A1855249,Atsuyuki Morishima,,,,http://www.kc.tsukuba.ac.jp/~mori/index.html
A1855259,Prasant Mohapatra,,UC,USA,http://www.cs.ucdavis.edu/~prasant/
A1855271,Petr Musílek,,University of Alberta,Canada,http://www.ece.ualberta.ca/~musilek/
A1855275,Steven J. Murdoch,,University College London,United Kingdom,http://www.cs.ucl.ac.uk/staff/s.murdoch/
A1855286,Kyriakos Mouratidis,,,,http://www.mysmu.edu/faculty/kyriakos/
A1855287,Zongmin Ma,Z. M. Ma,,,
A1855291,David A. McAllester,,Toyota Technological Institute at Chicago,USA,http://ttic.uchicago.edu/~dmcallester/
A1855292,Katharina Morik,,Dortmund University of Technology,Germany,http://www-ai.cs.uni-dortmund.de/PERSONAL/morik.html
A1855308,Stefan Manegold,,National Research Institute for Mathematics and Computer Science,The Netherlands,http://homepages.cwi.nl/~manegold/
A1855310,Florian Matthes,,Technical University of Munich,Germany,http://wwwmatthes.in.tum.de/wikis/sebis/florian-matthes
A1855313,Oege de Moor,,University of Oxford,United Kingdom,http://www.comlab.ox.ac.uk/oucl/people/oege.demoor.html
A1855315,Ethan L. Miller,,UC,USA,http://www.cse.ucsc.edu/~elm/
A1855338,Kezhi Mao,K. Z. Mao,Nanyang Technological University,Singapore,http://www.ntu.edu.sg/eee/eee4/cv/ekzmao.htm
A1855339,Alba Cristina Magalhaes Alves de Melo,Alba C. M. A. Melo:Alba de Melo,,,http://www.cic.unb.br/docentes/alba/alba.html
A1855345,Tova Milo,,Tel Aviv University,Israel,http://www.cs.tau.ac.il/~milo/
A1855348,Yun Mao,,,,
A1855351,Ioana Manolescu,Ioana Manolescu-Goujot,INRIA,France,http://www-rocq.inria.fr/~manolesc/
A1855353,Meredith Ringel Morris,Meredith Ringel,Microsoft,USA,http://research.microsoft.com/~merrie/
A1855355,Vahab S. Mirrokni,Seyed Vahab Mirrokni,Google,USA,http://research.google.com/pubs/mirrokni.html
A1855358,Giuseppe Manco 0001,,Institute of High Performance Computing and Networks,Italy,https://orcid.org/0000-0001-9672-3833
A1855364,Onur Mutlu,,ETH Zurich,Switzerland,https://people.inf.ethz.ch/omutlu/
A1855368,Louise E. Moser,Louise Elizabeth Moser,UC,USA,http://www.ece.ucsb.edu/Faculty/Moser/
A1855372,Libby Miller,,,,http://ilrt.org/people/libby/
A1855381,Christopher Meek,,Machine Learning Department,,http://research.microsoft.com/~meek/meek.htm
A1855388,Pablo N. Mendes,,,,http://www.pablomendes.com/
A1855390,Rebecca T. Mercuri,Rebecca Mercuri,,,http://www.notablesoftware.com/
A1855397,Sebastian Michel 0001,,University of Kaiserslautern,Germany,http://dbis.informatik.uni-kl.de/index.php/en/people/michel
A1855400,Daniel P. Miranker,Dan Miranker,University of Texas at Austin,USA,http://www.cs.utexas.edu/users/miranker/
A1855410,Rob Miller 0001,Robert C. Miller,MIT,USA,http://people.csail.mit.edu/rcm/
A1855425,Chunyan Miao,,Nanyang Technological University,Singapore,http://www.ntu.edu.sg/home/ascymiao/
A1855429,Alberto Montresor,,University of Trento,Italy,http://www.dit.unitn.it/~montreso/
A1855432,Wagner Meira Jr.,,Federal University of Minas Gerais,Brazil,http://homepages.dcc.ufmg.br/~meira/
A1855433,Amy L. Murphy,Amy Lynn Murphy,University of Lugano,Switzerland,http://www.inf.unisi.ch/faculty/murphy/
A1855438,Eduardo Mena,Eduardo Mena Nieto,University of Zaragoza,Spain,http://webdiis.unizar.es/~mena/
A1855443,Aloysius K. Mok,Aloysius Ka-Lau Mok,University of Texas at Austin,USA,http://www.cs.utexas.edu/~mok/
A1855448,Animesh Mukherjee 0001,,IIT,India,http://cse.iitkgp.ac.in/~animeshm/
A1855465,Peter McBrien,,Imperial College London,United Kingdom,http://www.doc.ic.ac.uk/~pjm
A1855468,Yutaka Matsuo,,,,http://ymatsuo.com/top_eng.htm
A1855474,Yannis Manolopoulos,,Aristotle University of Thessaloniki,Greece,http://delab.csd.auth.gr/~manolopo/yannis.html
A1855485,Kathleen F. McCoy,,University of Delaware,USA,http://www.cis.udel.edu/~mccoy/
A1855498,Spiro Michaylov,,,,http://www.michaylov.com/html/spiro.html
A1855506,Sanjay Kumar Madria,Sanjay Madria,Missouri University of Science and Technology,USA,http://web.mst.edu/~madrias/
A1855507,Riccardo Martoglia,,University of Modena and Reggio Emilia,Italy,http://www.isgroup.unimo.it/riccardo.asp
A1855510,Frédéric Le Mouël,Frederic Le Mouel,,,http://perso.citi.insa-lyon.fr/flemouel/
A1855518,Heiko Müller 0001,Heiko Mueller 0001,New York University,USA,https://cims.nyu.edu/~hmueller/
A1855525,Hermann A. Maurer,Hermann Maurer,Graz University of Technology,Austria,http://www.iicm.edu/Hmaurer
A1855531,Gerome Miklau,,University of Massachusetts Amherst,USA,http://www.cs.umass.edu/~miklau/
A1855532,Aditya P. Mathur,Aditya Mathur,Purdue University,USA,http://www.cs.purdue.edu/homes/apm/
A1855534,Mohammad Mannan,,Concordia University,Canada,http://users.encs.concordia.ca/~mmannan/
A1855541,Thomas Mandl 0001,,University of Hildesheim,Germany,https://www.uni-hildesheim.de/fb3/institute/iwist/mitglieder/mandl/
A1855542,Dahlia Malkhi,Dalia Malki,Microsoft,USA,http://research.microsoft.com/~dalia/
A1855546,Marshall K. McKusick,Kirk McKusick,,,http://www.mckusick.com/
A1855551,Qiang Ma 0001,,Kyoto University,Japan,http://www.db.soc.i.kyoto-u.ac.jp/~qiang/index-e.html
A1855556,Jalal Mahmud,Jalal U. Mahmud,Thomas J. Watson Research Center,USA,http://researcher.watson.ibm.com/researcher/view.php?person=us-jumahmud
A1855559,Adam Marcus 0002,,B12,USA,http://marcua.net/
A1855563,Giansalvatore Mecca,,Università della Basilicata,Italy,http://www.db.unibas.it/users/mecca/
A1855564,Victor M. Markowitz,,,,http://www.jgi.doe.gov/whoweare/markowitz.html
A1855566,Stan Matwin,,Dalhousie University,Canada,https://web.cs.dal.ca/~stan/
A1855572,Petri Myllymäki,,University of Helsinki,Finland,http://www.cs.helsinki.fi/u/myllymak/
A1855576,Jutta A. Mülle,,Karlsruhe Institute of Technology,Germany,http://wwwipd.ira.uka.de/~muelle/
A1855582,Svetlana Mansmann,Svetlana Vinnik,University of Konstanz,Germany,https://scikon.uni-konstanz.de/personen/svetlana.mansmann/
A1855586,Steve Marschner,Stephen R. Marschner,Cornell University,USA,http://www.cs.cornell.edu/~srm/
A1855588,John C. Mitchell,,Stanford University,USA,http://theory.stanford.edu/people/jcm/home.html
A1855590,Igor L. Markov,,University of Michigan,USA,http://www.eecs.umich.edu/~imarkov/
A1855592,S. Muthukrishnan,S. Muthu Muthukrishnan,Rutgers University,USA,http://www.cs.rutgers.edu/~muthu/
A1855604,T. Martin McGinnity,Thomas Martin McGinnity:T. M. McGinnity,Ulster University,United Kingdom,https://www.ulster.ac.uk/staff/tm-mcginnity
A1855610,Dennis McLeod,,University of Southern California,USA,http://www-hbp.usc.edu/people/mcleod.htm
A1855620,Michael P. Mesnier,,,,http://michael.p.mesnier.googlepages.com/
A1855621,Roberto Manduchi,,UC,USA,http://www.cse.ucsc.edu/~manduchi/
A1855633,David M. Mount,,University of Maryland,USA,http://www.cs.umd.edu/~mount/
A1855639,Yoelle Maarek,Yoëlle S. Maarek,,,http://yoelle.com/
A1855642,Essam Mansour,,Hamad bin Khalifa University,Qatar,http://elab.ws/
A1855647,Evangelos E. Milios,,Dalhousie University,Canada,https://web.cs.dal.ca/~eem/
A1855658,Radu Marinescu 0002,,IBM,USA,http://researcher.watson.ibm.com/researcher/view.php?person=ie-radu.marinescu
A1855662,Holger Meyer 0001,Holger J. Meyer,University of Rostock,Germany,https://dbis.informatik.uni-rostock.de/mitarbeiter/heuer/
A1855663,Thomas Moscibroda,,Microsoft,USA,http://research.microsoft.com/users/moscitho/
A1855672,Andrew McCallum,,University of Massachusetts Amherst,USA,http://www.cs.umass.edu/~mccallum/
A1855673,Wei-Ying Ma,,Microsoft,USA,
A1855674,Martin Margala,,University of Rochester,USA,http://www.ece.rochester.edu/~margala/
A1855677,Vasileios Megalooikonomou,Vasilis Megalooikonomou,,,http://www.cis.temple.edu/~vasilis/
A1855679,Brahim Medjahed,,University of Michigan,USA,http://www-personal.engin.umd.umich.edu/~brahim/
A1855681,Stephen J. Maybank,Stephen John Maybank:Steve J. Maybank,Birkbeck,United Kingdom,http://www.dcs.bbk.ac.uk/~sjmaybank/
A1855683,Cristopher Moore,,Santa Fe Institute,USA,http://www.santafe.edu/~moore/
A1855688,Dimitrios Michail 0001,,Harokopio University of Athens,Greece,http://www.dit.hua.gr/~michail/
A1855690,Rosa Meo,,University of Turin,Italy,http://www.di.unito.it/~meo/
A1855695,Maarten Marx,,University of Amsterdam,The Netherlands,http://staff.science.uva.nl/~marx/
A1855710,Qiang Ma 0006,,Rutgers University,USA,
A1855711,Marta Mattoso,Marta L. Queiros Mattoso,Federal University of Rio de Janeiro,Brazil,http://www.cos.ufrj.br/~marta/
A1855713,Murali Mani,,,,http://web.cs.wpi.edu/~mmani/
A1855724,P. Madhusudan,Parthasarathy Madhusudan,University of Illinois,USA,http://www-faculty.cs.uiuc.edu/~madhu/
A1855726,Bradley A. Malin,,Vanderbilt University,USA,http://hiplab.mc.vanderbilt.edu/people/malin/
A1855728,Max Mühlhäuser,,Darmstadt University of Technology,Germany,http://www.tk.informatik.tu-darmstadt.de/index.php?id=max
A1855736,Arturas Mazeika,,Free University of Bolzano,Italy,http://www.inf.unibz.it/~arturas/
A1855739,Margaret Martonosi,,Princeton University,USA,http://www.princeton.edu/~mrm/
A1855742,Ephraim R. McLean,,,,http://cis.gsu.edu/~emclean/
A1855743,Andreas Moshovos,,University of Toronto,Canada,http://www.eecg.utoronto.ca/~moshovos/
A1855744,Maged M. Michael,,IBM,USA,http://www.research.ibm.com/people/m/michael/
A1855758,Volker Markl,,Technical University of Berlin,Germany,http://www.dima.tu-berlin.de/menue/mitarbeiter/volker_markl/
A1855763,M. Narasimha Murty,Musti Narasimha Murty,ERNET,India,http://www.csa.iisc.ernet.in/people/people-faculty-mnm.html
A1855765,Paul Molitor,,Martin Luther University of Halle Wittenberg,Germany,http://www.informatik.uni-halle.de/ti/mitarbeiter/molitor/index.de.php
A1855773,C. Mohan 0001,Chandrasekaran Mohan,IBM,USA,http://www.almaden.ibm.com/u/mohan/
A1855776,David A. McGrew,,Cisco,USA,http://www.mindspring.com/~dmcgrew/dam.htm
A1855785,Jan Mendling,,Vienna University of Economics and Business,Austria,http://www.mendling.com/
A1855786,Sergey Melnik 0001,,Google,USA,http://sergey.melnix.com/
A1855892,Sandeep Purao,,Pennsylvania State University,USA,https://orcid.org/0000-0002-9101-1105
A1855913,Wen Jin,,,,
A1855914,Mohan S. Kankanhalli,,National University of Singapore,Singapore,http://www.comp.nus.edu.sg/~mohan/
A1855952,Junehwa Song,,,,
A1855989,Xiao Lin,,,,
A1855998,Sooel Son,,,,
A1856010,Jiang Bian 0002,,Microsoft,USA,
A1856019,Thomas Fober,,,,
A1856022,Xin Li 0032,,Xi'an Jiaotong University,China,https://orcid.org/0000-0003-2726-6143
A1856067,Lei Chen,,,,
A1856070,Brendan M. Collins,,,,
A1856253,Medha Atre,,,,
A1856256,Jacek Gwizdka,,University of Texas at Austin,USA,https://loop.frontiersin.org/people/298280/
A1856281,Muhammad Sher,,,,
A1856336,Yuejie Zhang,,,,
A1856434,Leonid Sigal,,,,
A1856544,Faouzi Bouslama,,,,
A1856669,Neha Gupta 0001,,University of Maryland,USA,https://www.cs.umd.edu/~neha/
A1856786,João Paulo Pesce,,,,
A1856801,Kuljit Kaur Chahal,,,,
A1856976,George Tsatsanifos,,,,
A1857014,Aldelir Fernando Luiz,,,,
A1857023,Raghav Kaushik,,Microsoft,USA,http://research.microsoft.com/en-us/people/skaushi/
A1857088,Giuseppe Frisoni,,,,
A1857110,Jinye Peng,,,,
A1857130,Myeongjae Jeon,,,,
A1857149,Tom Söderström,,,,
A1857386,Ruichu Cai,,,,
A1857435,Zhuowei Bao,,,,
A1857473,Bethany Hoogs,,,,
A1857716,Peiji Chen,,,,
A1857784,Moon Yul Huh,,,,
A1857902,Yuexin Wu,,,,
A1857937,Cheng Siong Lee,,,,
A1857943,Djellel Eddine Difallah,,,,
A1858021,Anuj Karpatne,,,,
A1858049,Alex Jaramillo,,,,
A1858105,Andrei Z. Broder,,,,https://dl.acm.org/profile/81452610079
A1858113,Michael Kaminsky,,,,
A1858144,Brendan Lucier,,University of Toronto,Canada,http://www.cs.toronto.edu/~blucier/
A1858173,Stephen Tu,,,,
A1858214,Todd Mytkowicz,,Microsoft,USA,http://research.microsoft.com/en-us/people/toddm/default.aspx
A1858313,David García-Soriano,,,,https://sites.google.com/site/elhipercubo/
A1858326,Yurong Cheng,,,,
A1858347,Ran Bai,,,,
A1858391,Bülent Yener,,,,
A1858392,Marco Ruzzi,,,,
A1858422,Mikalai Tsytsarau,,,,
A1858434,Guang Chen,,,,
A1858474,Kunmei Wen,,,,
A1858484,Teng Li,,,,
A1858602,Junwei Zhang,,,,
A1858654,Shicong Meng,,,,
A1858733,Jianwu Li,,,,
A1858790,Shivani Rao,,,,
A1858859,Annette Lessmöllmann,,,,
A1858916,Yu Lu,,,,
A1859007,Matthew Hicks,,,,
A1859058,Ji-Xiang Du,,,,
A1859166,Abderrahim El Qadi,,,,
A1859172,Shusen Zhou,,,,
A1859191,Bao-Liang Lu,,,,
A1859216,Marwan Hassani,,Eindhoven University of Technology,The Netherlands,http://www.tue.nl/staff/m.hassani
A1859385,Christopher C. Yang,,,,
A1859423,Gilles Vandelle,,,,
A1859508,Robson do Nascimento Fidalgo,,,,
A1859605,Andrew Ross,,,,
A1859659,Changsha Ma,,,,
A1859673,Lei Hu,,,,
A1859692,Samuel McCauley,,,,
A1859733,Glauco Vitor Pedrosa,,,,
A1859802,Joseph A. Konstan,Joe Konstan,University of Minnesota,USA,http://www-users.cs.umn.edu/~konstan/
A1859874,Patrick Tan,,,,
A1859937,Alexandros Karatzoglou,,Telefonica Research,Spain,https://alexiskz.wordpress.com/
A1860004,Chee Fon Chang,,,,
A1860061,Sébastien Gambs,,,,
A1860073,Jennifer Fernquist,,,,
A1860120,Gyu Sang Choi,,,,
A1860230,Daniel Sun,Daniel W. Sun:Wei Sun 0004,CSIRO,Australia,https://orcid.org/0000-0003-2342-7421
A1860409,Qing Liao 0001,,Harbin Institute of Technology,China,https://orcid.org/0000-0003-1012-5301
A1860513,Jukka Manner,,,,
A1860540,Yuchen Zhang,,,,
A1860639,Lei Chen 0031,,Huawei,China,https://orcid.org/0000-0002-1054-5501
A1860724,Zhenjun Tang,,,,https://orcid.org/0000-0003-3664-1363
A1860747,William Harris,,,,
A1860774,Ying-Ju Chen,,,,
A1860820,Miao Lu,,,,
A1860822,Jianfeng Jia,,,,
A1860839,Bruce H. Krogh,,,,
A1860842,Tongxin Bai,,,,
A1860901,Hao Cheng,,,,
A1860911,Xin Li 0001,,Duke University,USA,http://ece.duke.edu/faculty/xin-li
A1860962,John Moeller,,,,
A1860968,Xin Li 0064,,iFlyTek Research,China,
A1860978,Xian Zhou,,,,
A1861009,Liang Shi,,,,
A1861033,Hao Liu,,,,
A1861037,Wei Ye 0001,,Ludwig Maximilians University of Munich,Germany,
A1861070,Andrew Horner,,,,
A1861219,Sabeur Aridhi,,,,
A1861227,Flavio Chierichetti,,,,http://www.chierichetti.name/
A1861257,Richard Draves,,,,
A1861323,Zhong Zeng,,,,
A1861331,Rich Holada,,,,
A1861354,Chi Wang,,,,
A1861416,Hyun Chul Lee,,,,
A1861419,Yu Lu 0003,,Beijing Normal University,China,https://sites.google.com/site/victorluyu2016/
A1861648,Ziyu Lin,,,,
A1861669,Gail Chapman,,UC,USA,http://www.wikidata.org/entity/Q64836076
A1861685,Patrick Driscoll,,,,
A1861719,David Cunningham,,,,
A1861754,Asefeh Asemi,Adeleh Asemi,Corvinus University of Budapest,Hungary,
A1861828,Ki-Nam Kim,,,,
A1861830,Pablo A. Parrilo,,Dept. of Electrical Engineering and Computer Science,USA,http://www.mit.edu/~parrilo
A1861856,Mark Hartswood,,,,
A1861867,Hideki Nakayama,,,,
A1861870,Jens Hoff,,,,
A1861960,Hao Su,,,,
A1861998,Hongan Wang,Hong-An Wang,,,
A1862037,Hua Mao,,,,
A1862049,Pablo Estevez,,,,
A1862111,Li Yang,,,,
A1862122,Xin Li 0016,,Tsinghua University,China,
A1862125,Chris J. Kuhlman,Chris James Kuhlman:Christopher James Kuhlman,,,
A1862206,Amit Ganesh,,,,
A1862269,Shuyuan Zhang,,,,
A1862351,Bin Song,,,,
A1862431,Mario E. Inchiosa,,,,
A1862460,Mei Li Triantafyllidi,,,,
A1862623,Nabil Schear,,,,
A1862646,Xiaofang Yuan,,,,
A1862653,Panagiotis Papadakos,,Foundation for Research Technology Hellas,Greece,http://www.ics.forth.gr/~papadako
A1862716,Jie Song,,,,
A1862865,Andreas Wagner,,,,
A1863017,Denis Parra,Denis Parra-Santander,,,
A1863057,Naoki Yamamoto,,,,
